area_name,total,number_minorities,largest_groups,area_code
Swadlincote,3339,15,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36002204
Willington and Findern,1911,13,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36002205
Woodville,3754,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36002206
Axminster Rural,1112,10,"['White: Other White', 'White: Irish', 'Other ethnic group: Any other ethnic group']",E36002207
Axminster Town,2128,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002208
Beer and Branscombe,821,5,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002209
Broadclyst,1919,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002210
Budleigh,2896,10,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002211
Clyst Valley,1023,10,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Asian']",E36002212
Coly Valley,2020,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36002213
Dunkeswell,917,7,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002214
Exe Valley,891,10,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002215
Exmouth Brixington,2679,11,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002216
Exmouth Halsdon,2973,13,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002217
Exmouth Littleham,3350,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002218
Exmouth Town,3328,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002219
Exmouth Withycombe Raleigh,3043,14,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002220
Feniton and Buckerell,944,7,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002221
Honiton St Michael's,3046,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002222
Honiton St Paul's,2248,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002223
Newbridges,1070,7,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36002224
Newton Poppleford and Harpford,928,4,"['White: Other White', 'White: Irish', 'Other ethnic group: Arab']",E36002225
Otterhead,905,8,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002226
Ottery St Mary Rural,1716,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36002227
Ottery St Mary Town,2111,10,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002228
Raleigh,835,6,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002229
Seaton,3564,15,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36002230
Sidmouth Rural,975,6,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36002231
Sidmouth Sidford,3032,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002232
Sidmouth Town,2606,12,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002233
Tale Vale,1015,6,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002234
Trinity,1093,6,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002235
Whimple,961,8,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002236
Woodbury and Lympstone,1910,12,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002237
Yarty,1012,5,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002238
Alphington,3863,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36002239
Cowick,2315,13,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002240
Duryard,969,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002241
Exwick,3818,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002242
Heavitree,2448,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36002243
Mincinglake,2340,14,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36002244
Newtown,2658,16,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Chinese']",E36002245
Pennsylvania,2316,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Chinese']",E36002246
Pinhoe,2668,14,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: Caribbean']",E36002247
Polsloe,2514,16,"['White: Other White', 'Other ethnic group: Arab', 'Asian/Asian British: Other Asian']",E36002248
Priory,3803,17,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36002249
St David's,3291,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Other ethnic group: Arab']",E36002250
St James,2366,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Other Asian']",E36002251
St Leonard's,2430,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002252
St Loyes,2664,17,"['White: Other White', 'Asian/Asian British: Chinese', 'White: Irish']",E36002253
St Thomas,2817,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002254
Topsham,2678,16,"['White: Other White', 'Other ethnic group: Arab', 'White: Irish']",E36002255
Whipton & Barton,3284,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36002256
Boniface,1642,10,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36002257
Bradninch,831,8,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002258
Cadbury,671,7,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002259
Canonsleigh,1290,9,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002260
Castle,1921,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002261
Clare and Shuttern,1500,7,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002262
Cranmore,2299,16,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002263
Cullompton North,1629,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002264
Cullompton Outer,803,8,"['White: Other White', 'Mixed/multiple ethnic group: Other Mixed', 'White: Irish']",E36002265
Cullompton South,1594,13,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002266
Halberton,825,8,"['White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Mixed/multiple ethnic group: Other Mixed']",E36002267
Lawrence,1754,9,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36002268
Lower Culm,2417,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002269
Lowman,2657,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002270
Newbrooke,655,11,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002271
Sandford and Creedy,1357,10,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002272
Silverton,839,7,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002273
Taw,676,9,"['White: Other White', 'White: Gypsy or Irish Traveller', 'Mixed/multiple ethnic group: White and Asian']",E36002274
Taw Vale,715,5,"['White: Irish', 'White: Other White', 'Asian/Asian British: Other Asian']",E36002275
Upper Culm,1666,10,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002276
Upper Yeo,699,3,"['White: Other White', 'White: Gypsy or Irish Traveller', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002277
Way,622,6,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002278
Westexe,2305,12,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002279
Yeo,1391,7,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002280
Bickington and Roundswell,1938,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002281
Bishop's Nympton,840,6,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002282
Bratton Fleming,819,6,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002283
Braunton East,1636,10,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002284
Braunton West,1916,12,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002285
Central Town,2534,16,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Asian']",E36002286
Chittlehampton,913,8,"['White: Other White', 'Mixed/multiple ethnic group: White and Asian', 'White: Irish']",E36002287
Chulmleigh,921,8,"['White: Other White', 'White: Irish', 'Other ethnic group: Any other ethnic group']",E36002288
Combe Martin,1706,9,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002289
Forches and Whiddon Valley,1800,14,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002290
Fremington,1837,10,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002291
Georgeham and Mortehoe,1584,10,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002292
Heanton Punchardon,841,12,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Indian']",E36002293
Ilfracombe Central,2110,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002294
Ilfracombe East,1025,13,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002295
Ilfracombe West,1897,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002296
Instow,673,7,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36002297
"Landkey, Swimbridge and Taw",2011,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002298
Longbridge,1790,13,"['White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Asian/Asian British: Indian']",E36002299
Lynton and Lynmouth,715,7,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002300
Marwood,717,6,"['White: Irish', 'White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002301
Newport,1946,14,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36002302
North Molton,882,4,"['White: Other White', 'Mixed/multiple ethnic group: White and Asian', 'White: Irish']",E36002303
Pilton,1946,15,"['White: Other White', 'Asian/Asian British: Pakistani', 'Asian/Asian British: Indian']",E36002304
South Molton,2171,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002305
Witheridge,982,8,"['White: Other White', 'Mixed/multiple ethnic group: White and Asian', 'White: Irish']",E36002306
Yeo Valley,1851,12,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36002307
Allington and Loddiswell,973,8,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36002308
Avon and Harbourne,933,9,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002309
Bickleigh and Shaugh,1890,15,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36002310
Charterlands,869,6,"['White: Other White', 'Mixed/multiple ethnic group: White and Asian', 'White: Irish']",E36002311
Cornwood and Sparkwell,1010,9,"['White: Other White', 'Mixed/multiple ethnic group: White and Asian', 'White: Irish']",E36002312
Dartington,749,8,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002313
Dartmouth and Kingswear,2268,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002314
Dartmouth Townstal,982,11,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002315
East Dart,836,5,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002316
Eastmoor,941,8,"['White: Other White', 'Mixed/multiple ethnic group: White and Asian', 'White: Irish']",E36002317
Erme Valley,2096,11,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002318
Ivybridge Central,1074,9,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Other Asian']",E36002319
Ivybridge Filham,1966,9,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36002320
Ivybridge Woodlands,1701,9,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36002321
Kingsbridge East,924,9,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002322
Kingsbridge North,1067,9,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002323
Marldon,942,7,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002324
Newton and Noss,853,5,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002325
Salcombe and Malborough,1655,7,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002326
Saltstone,724,6,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002327
Skerries,926,5,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36002328
South Brent,1107,7,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36002329
Stokenham,900,8,"['White: Irish', 'White: Other White', 'White: Gypsy or Irish Traveller']",E36002330
Thurlestone,877,9,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002331
Totnes Bridgetown,1612,13,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002332
Totnes Town,2236,14,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36002333
Wembury and Brixton,2021,9,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36002334
